"","datazone","year","crime_count","crime_rate","school_leaver_other_rate","school_leaver_pos_rate","simd","simd_decile","simd_quintile"
"29882","S01003862",2010,NA,NA,NA,83.300003,NA,NA,NA
"29883","S01003863",2010,NA,NA,NA,80,NA,NA,NA
"29884","S01003864",2010,NA,NA,NA,90,NA,NA,NA
"29885","S01003865",2010,NA,NA,NA,77.800003,NA,NA,NA
"29886","S01003866",2010,NA,NA,NA,90.900002,NA,NA,NA
"29887","S01003867",2010,NA,NA,NA,85.699997,NA,NA,NA
"29888","S01003868",2010,NA,NA,NA,100,NA,NA,NA
"29889","S01003869",2010,NA,NA,NA,77.800003,NA,NA,NA
"29890","S01003870",2010,NA,NA,NA,93.800003,NA,NA,NA
"29891","S01003871",2010,NA,NA,NA,85.699997,NA,NA,NA
"29892","S01003872",2010,NA,NA,NA,100,NA,NA,NA
"29893","S01003873",2010,NA,NA,NA,100,NA,NA,NA
"29894","S01003874",2010,NA,NA,NA,71.400002,NA,NA,NA
"29895","S01003875",2010,NA,NA,NA,100,NA,NA,NA
"29896","S01003876",2010,NA,NA,NA,92.300003,NA,NA,NA
"29897","S01003877",2010,NA,NA,NA,100,NA,NA,NA
"29898","S01003878",2010,NA,NA,NA,50,NA,NA,NA
"29899","S01003879",2010,NA,NA,NA,100,NA,NA,NA
"29900","S01003880",2010,NA,NA,NA,90,NA,NA,NA
"29901","S01003881",2010,NA,NA,NA,88.900002,NA,NA,NA
"29902","S01003882",2010,NA,NA,NA,100,NA,NA,NA
"29903","S01003883",2010,NA,NA,NA,88.900002,NA,NA,NA
"29904","S01003884",2010,NA,NA,NA,61.5,NA,NA,NA
"29905","S01003885",2010,NA,NA,NA,80,NA,NA,NA
"29906","S01003886",2010,NA,NA,NA,83.300003,NA,NA,NA
"29907","S01003887",2010,NA,NA,NA,63.200001,NA,NA,NA
"29908","S01003888",2010,NA,NA,NA,92.900002,NA,NA,NA
"29909","S01003889",2010,NA,NA,NA,83.300003,NA,NA,NA
"29910","S01003890",2010,NA,NA,NA,100,NA,NA,NA
"29911","S01003891",2010,NA,NA,NA,100,NA,NA,NA
"29912","S01003892",2010,NA,NA,NA,55.599998,NA,NA,NA
"29913","S01003893",2010,NA,NA,NA,100,NA,NA,NA
"29914","S01003894",2010,NA,NA,NA,100,NA,NA,NA
"29915","S01003895",2010,NA,NA,NA,93.800003,NA,NA,NA
"29916","S01003896",2010,NA,NA,NA,100,NA,NA,NA
"29917","S01003897",2010,NA,NA,NA,84.599998,NA,NA,NA
"29918","S01003898",2010,NA,NA,NA,77.800003,NA,NA,NA
"29919","S01003899",2010,NA,NA,NA,76.900002,NA,NA,NA
"29920","S01003900",2010,NA,NA,NA,100,NA,NA,NA
"29921","S01003901",2010,NA,NA,NA,100,NA,NA,NA
"29922","S01003902",2010,NA,NA,NA,100,NA,NA,NA
"29923","S01003903",2010,NA,NA,NA,100,NA,NA,NA
"29924","S01003904",2010,NA,NA,NA,100,NA,NA,NA
"29925","S01003905",2010,NA,NA,NA,92.300003,NA,NA,NA
"29926","S01003906",2010,NA,NA,NA,100,NA,NA,NA
"29927","S01003907",2010,NA,NA,NA,87.5,NA,NA,NA
"29928","S01003908",2010,NA,NA,NA,83.300003,NA,NA,NA
"29929","S01003909",2010,NA,NA,NA,100,NA,NA,NA
"29930","S01003910",2010,NA,NA,NA,54.5,NA,NA,NA
"29931","S01003911",2010,NA,NA,NA,100,NA,NA,NA
"29932","S01003912",2010,NA,NA,NA,85.699997,NA,NA,NA
"29933","S01003913",2010,NA,NA,NA,88.900002,NA,NA,NA
"29934","S01003914",2010,NA,NA,NA,77.800003,NA,NA,NA
"29935","S01003915",2010,NA,NA,NA,100,NA,NA,NA
"29936","S01003916",2010,NA,NA,NA,100,NA,NA,NA
"29937","S01003917",2010,NA,NA,NA,91.699997,NA,NA,NA
"29938","S01003918",2010,NA,NA,NA,90.900002,NA,NA,NA
"29939","S01003919",2010,NA,NA,NA,62.5,NA,NA,NA
"29940","S01003920",2010,NA,NA,NA,100,NA,NA,NA
"29941","S01003921",2010,NA,NA,NA,100,NA,NA,NA
"29942","S01003922",2010,NA,NA,NA,70.599998,NA,NA,NA
"29943","S01003923",2010,NA,NA,NA,53.299999,NA,NA,NA
"29944","S01003924",2010,NA,NA,NA,71.400002,NA,NA,NA
"29945","S01003925",2010,NA,NA,NA,92.300003,NA,NA,NA
"29946","S01003926",2010,NA,NA,NA,60,NA,NA,NA
"29947","S01003927",2010,NA,NA,NA,100,NA,NA,NA
"29948","S01003928",2010,NA,NA,NA,92.300003,NA,NA,NA
"29949","S01003929",2010,NA,NA,NA,0,NA,NA,NA
"29950","S01003930",2010,NA,NA,NA,84.599998,NA,NA,NA
"29951","S01003931",2010,NA,NA,NA,63.599998,NA,NA,NA
"29952","S01003932",2010,NA,NA,NA,90.900002,NA,NA,NA
"29953","S01003933",2010,NA,NA,NA,100,NA,NA,NA
"29954","S01003934",2010,NA,NA,NA,100,NA,NA,NA
"29955","S01003935",2010,NA,NA,NA,64.300003,NA,NA,NA
"29956","S01003936",2010,NA,NA,NA,84.599998,NA,NA,NA
"29957","S01003937",2010,NA,NA,NA,58.799999,NA,NA,NA
"29958","S01003938",2010,NA,NA,NA,88.900002,NA,NA,NA
"29959","S01003939",2010,NA,NA,NA,80,NA,NA,NA
"29960","S01003940",2010,NA,NA,NA,55.599998,NA,NA,NA
"29961","S01003941",2010,NA,NA,NA,100,NA,NA,NA
"29962","S01003942",2010,NA,NA,NA,84.599998,NA,NA,NA
"29963","S01003943",2010,NA,NA,NA,70,NA,NA,NA
"29964","S01003944",2010,NA,NA,NA,100,NA,NA,NA
"29965","S01003945",2010,NA,NA,NA,100,NA,NA,NA
"29966","S01003946",2010,NA,NA,NA,88.900002,NA,NA,NA
"29967","S01003947",2010,NA,NA,NA,80,NA,NA,NA
"29968","S01003948",2010,NA,NA,NA,71.400002,NA,NA,NA
"29969","S01003949",2010,NA,NA,NA,100,NA,NA,NA
"29970","S01003950",2010,NA,NA,NA,85.699997,NA,NA,NA
"29971","S01003951",2010,NA,NA,NA,75,NA,NA,NA
"29972","S01003952",2010,NA,NA,NA,100,NA,NA,NA
"29973","S01003953",2010,NA,NA,NA,66.699997,NA,NA,NA
"29974","S01003954",2010,NA,NA,NA,100,NA,NA,NA
"29975","S01003955",2010,NA,NA,NA,80,NA,NA,NA
"29976","S01003956",2010,NA,NA,NA,100,NA,NA,NA
"29977","S01003957",2010,NA,NA,NA,76.900002,NA,NA,NA
"29978","S01003958",2010,NA,NA,NA,83.300003,NA,NA,NA
"29979","S01003959",2010,NA,NA,NA,100,NA,NA,NA
"29980","S01003960",2010,NA,NA,NA,91.699997,NA,NA,NA
"29981","S01003961",2010,NA,NA,NA,80,NA,NA,NA
"29982","S01003962",2010,NA,NA,NA,88.900002,NA,NA,NA
"29983","S01003963",2010,NA,NA,NA,80,NA,NA,NA
"29984","S01003964",2010,NA,NA,NA,100,NA,NA,NA
"29985","S01003965",2010,NA,NA,NA,100,NA,NA,NA
"29986","S01003966",2010,NA,NA,NA,87.5,NA,NA,NA
"29987","S01003967",2010,NA,NA,NA,100,NA,NA,NA
"29988","S01003968",2010,NA,NA,NA,70,NA,NA,NA
"29989","S01003969",2010,NA,NA,NA,100,NA,NA,NA
"29990","S01003970",2010,NA,NA,NA,33.299999,NA,NA,NA
"29991","S01003971",2010,NA,NA,NA,87.5,NA,NA,NA
"29992","S01003972",2010,NA,NA,NA,83.300003,NA,NA,NA
"29993","S01003973",2010,NA,NA,NA,83.300003,NA,NA,NA
"29994","S01003974",2010,NA,NA,NA,92.300003,NA,NA,NA
"29995","S01003975",2010,NA,NA,NA,90,NA,NA,NA
"29996","S01003976",2010,NA,NA,NA,86.699997,NA,NA,NA
"29997","S01003977",2010,NA,NA,NA,57.099998,NA,NA,NA
"29998","S01003978",2010,NA,NA,NA,57.099998,NA,NA,NA
"29999","S01003979",2010,NA,NA,NA,66.699997,NA,NA,NA
"30000","S01003980",2010,NA,NA,NA,100,NA,NA,NA
"30001","S01003981",2010,NA,NA,NA,87.5,NA,NA,NA
"30002","S01003982",2010,NA,NA,NA,85.699997,NA,NA,NA
"30003","S01003983",2010,NA,NA,NA,100,NA,NA,NA
"30004","S01003984",2010,NA,NA,NA,58.299999,NA,NA,NA
"30005","S01003985",2010,NA,NA,NA,43.799999,NA,NA,NA
"30006","S01003986",2010,NA,NA,NA,88.900002,NA,NA,NA
"30007","S01003987",2010,NA,NA,NA,69.199997,NA,NA,NA
"30008","S01003988",2010,NA,NA,NA,100,NA,NA,NA
"30009","S01003989",2010,NA,NA,NA,100,NA,NA,NA
"30010","S01003990",2010,NA,NA,NA,77.800003,NA,NA,NA
"30011","S01003991",2010,NA,NA,NA,84.599998,NA,NA,NA
"30012","S01003992",2010,NA,NA,NA,90.900002,NA,NA,NA
"30013","S01003993",2010,NA,NA,NA,90,NA,NA,NA
"30014","S01003994",2010,NA,NA,NA,75,NA,NA,NA
"30015","S01003995",2010,NA,NA,NA,87.5,NA,NA,NA
"30016","S01003996",2010,NA,NA,NA,100,NA,NA,NA
"30017","S01003997",2010,NA,NA,NA,89.5,NA,NA,NA
"30018","S01003998",2010,NA,NA,NA,55.599998,NA,NA,NA
"30019","S01003999",2010,NA,NA,NA,100,NA,NA,NA
"30020","S01004000",2010,NA,NA,NA,100,NA,NA,NA
"30021","S01004001",2010,NA,NA,NA,100,NA,NA,NA
"30022","S01004002",2010,NA,NA,NA,90,NA,NA,NA
"30023","S01004003",2010,NA,NA,NA,75,NA,NA,NA
"30024","S01004004",2010,NA,NA,NA,55.599998,NA,NA,NA
"30025","S01004005",2010,NA,NA,NA,90.900002,NA,NA,NA
"30026","S01004006",2010,NA,NA,NA,100,NA,NA,NA
"30027","S01004007",2010,NA,NA,NA,75,NA,NA,NA
"30028","S01004008",2010,NA,NA,NA,60,NA,NA,NA
"30029","S01004009",2010,NA,NA,NA,85.699997,NA,NA,NA
"30030","S01004010",2010,NA,NA,NA,81.800003,NA,NA,NA
"30031","S01004011",2010,NA,NA,NA,100,NA,NA,NA
"30032","S01004012",2010,NA,NA,NA,93.800003,NA,NA,NA
"30033","S01004013",2010,NA,NA,NA,88.900002,NA,NA,NA
"30034","S01004014",2010,NA,NA,NA,100,NA,NA,NA
"30035","S01004015",2010,NA,NA,NA,87.5,NA,NA,NA
"30036","S01004016",2010,NA,NA,NA,84.599998,NA,NA,NA
"30037","S01004017",2010,NA,NA,NA,100,NA,NA,NA
"30038","S01004018",2010,NA,NA,NA,92.300003,NA,NA,NA
"30039","S01004019",2010,NA,NA,NA,90,NA,NA,NA
"30040","S01004020",2010,NA,NA,NA,100,NA,NA,NA
"30041","S01004021",2010,NA,NA,NA,100,NA,NA,NA
"30042","S01004022",2010,NA,NA,NA,100,NA,NA,NA
"30043","S01004023",2010,NA,NA,NA,100,NA,NA,NA
"30044","S01004024",2010,NA,NA,NA,96,NA,NA,NA
"30045","S01004025",2010,NA,NA,NA,55.599998,NA,NA,NA
"30046","S01004026",2010,NA,NA,NA,60,NA,NA,NA
"30047","S01004027",2010,NA,NA,NA,88.900002,NA,NA,NA
"30048","S01004028",2010,NA,NA,NA,90.900002,NA,NA,NA
"30049","S01004029",2010,NA,NA,NA,60,NA,NA,NA
"30050","S01004030",2010,NA,NA,NA,71.400002,NA,NA,NA
"30051","S01004031",2010,NA,NA,NA,66.699997,NA,NA,NA
"30052","S01004032",2010,NA,NA,NA,60,NA,NA,NA
"30053","S01004033",2010,NA,NA,NA,84.599998,NA,NA,NA
"30054","S01004034",2010,NA,NA,NA,66.699997,NA,NA,NA
"30055","S01004035",2010,NA,NA,NA,90.900002,NA,NA,NA
"30056","S01004036",2010,NA,NA,NA,87.5,NA,NA,NA
"30057","S01004037",2010,NA,NA,NA,70,NA,NA,NA
"30058","S01004038",2010,NA,NA,NA,70,NA,NA,NA
"30059","S01004039",2010,NA,NA,NA,83.300003,NA,NA,NA
"30060","S01004040",2010,NA,NA,NA,100,NA,NA,NA
"30061","S01004041",2010,NA,NA,NA,50,NA,NA,NA
"30062","S01004042",2010,NA,NA,NA,75,NA,NA,NA
"30063","S01004043",2010,NA,NA,NA,69.199997,NA,NA,NA
"30064","S01004044",2010,NA,NA,NA,50,NA,NA,NA
"30065","S01004045",2010,NA,NA,NA,57.099998,NA,NA,NA
"30066","S01004046",2010,NA,NA,NA,100,NA,NA,NA
"30067","S01004047",2010,NA,NA,NA,83.300003,NA,NA,NA
"30068","S01004048",2010,NA,NA,NA,85.699997,NA,NA,NA
"30069","S01004049",2010,NA,NA,NA,75,NA,NA,NA
"30070","S01004050",2010,NA,NA,NA,83.300003,NA,NA,NA
"30071","S01004051",2010,NA,NA,NA,83.300003,NA,NA,NA
"30072","S01004052",2010,NA,NA,NA,80,NA,NA,NA
"30073","S01004053",2010,NA,NA,NA,91.699997,NA,NA,NA
"30074","S01004054",2010,NA,NA,NA,95.199997,NA,NA,NA
"30075","S01004055",2010,NA,NA,NA,75,NA,NA,NA
"30076","S01004056",2010,NA,NA,NA,75,NA,NA,NA
"30077","S01004057",2010,NA,NA,NA,80,NA,NA,NA
"30078","S01004058",2010,NA,NA,NA,78.599998,NA,NA,NA
"30079","S01004059",2010,NA,NA,NA,62.5,NA,NA,NA
"30080","S01004060",2010,NA,NA,NA,85.699997,NA,NA,NA
"30081","S01004061",2010,NA,NA,NA,66.699997,NA,NA,NA
"30082","S01004062",2010,NA,NA,NA,77.800003,NA,NA,NA
"30083","S01004063",2010,NA,NA,NA,100,NA,NA,NA
"30084","S01004064",2010,NA,NA,NA,100,NA,NA,NA
"30085","S01004065",2010,NA,NA,NA,87.5,NA,NA,NA
"30086","S01004066",2010,NA,NA,NA,77.800003,NA,NA,NA
"30087","S01004067",2010,NA,NA,NA,75,NA,NA,NA
"30088","S01004068",2010,NA,NA,NA,75,NA,NA,NA
"30089","S01004069",2010,NA,NA,NA,70,NA,NA,NA
"30090","S01004070",2010,NA,NA,NA,57.099998,NA,NA,NA
"30091","S01004071",2010,NA,NA,NA,100,NA,NA,NA
"30092","S01004072",2010,NA,NA,NA,100,NA,NA,NA
"30093","S01004073",2010,NA,NA,NA,84.599998,NA,NA,NA
"30094","S01004074",2010,NA,NA,NA,56.299999,NA,NA,NA
"30095","S01004075",2010,NA,NA,NA,66.699997,NA,NA,NA
"30096","S01004076",2010,NA,NA,NA,66.699997,NA,NA,NA
"30097","S01004077",2010,NA,NA,NA,88.900002,NA,NA,NA
"30098","S01004078",2010,NA,NA,NA,100,NA,NA,NA
"30099","S01004079",2010,NA,NA,NA,92.900002,NA,NA,NA
"30100","S01004080",2010,NA,NA,NA,85.699997,NA,NA,NA
"30101","S01004081",2010,NA,NA,NA,100,NA,NA,NA
"30102","S01004082",2010,NA,NA,NA,94.400002,NA,NA,NA
"30103","S01004083",2010,NA,NA,NA,71.400002,NA,NA,NA
"30104","S01004084",2010,NA,NA,NA,75,NA,NA,NA
"30105","S01004085",2010,NA,NA,NA,100,NA,NA,NA
"30106","S01004086",2010,NA,NA,NA,100,NA,NA,NA
"30107","S01004087",2010,NA,NA,NA,33.299999,NA,NA,NA
"30108","S01004088",2010,NA,NA,NA,100,NA,NA,NA
"30109","S01004089",2010,NA,NA,NA,100,NA,NA,NA
"30110","S01004090",2010,NA,NA,NA,50,NA,NA,NA
"30111","S01004091",2010,NA,NA,NA,62.5,NA,NA,NA
"30112","S01004092",2010,NA,NA,NA,71.400002,NA,NA,NA
"30113","S01004093",2010,NA,NA,NA,100,NA,NA,NA
"30114","S01004094",2010,NA,NA,NA,0,NA,NA,NA
"30115","S01004095",2010,NA,NA,NA,100,NA,NA,NA
"30116","S01004096",2010,NA,NA,NA,90.900002,NA,NA,NA
"30117","S01004097",2010,NA,NA,NA,78.599998,NA,NA,NA
"30118","S01004098",2010,NA,NA,NA,100,NA,NA,NA
"30119","S01004099",2010,NA,NA,NA,100,NA,NA,NA
"30120","S01004100",2010,NA,NA,NA,83.300003,NA,NA,NA
"30121","S01004101",2010,NA,NA,NA,87.5,NA,NA,NA
"30122","S01004102",2010,NA,NA,NA,88.900002,NA,NA,NA
"30123","S01004103",2010,NA,NA,NA,90.900002,NA,NA,NA
"30124","S01004104",2010,NA,NA,NA,100,NA,NA,NA
"30125","S01004105",2010,NA,NA,NA,100,NA,NA,NA
"30126","S01004106",2010,NA,NA,NA,83.300003,NA,NA,NA
"30127","S01004107",2010,NA,NA,NA,93.800003,NA,NA,NA
"30128","S01004108",2010,NA,NA,NA,100,NA,NA,NA
"30129","S01004109",2010,NA,NA,NA,100,NA,NA,NA
"30130","S01004110",2010,NA,NA,NA,100,NA,NA,NA
"30131","S01004111",2010,NA,NA,NA,100,NA,NA,NA
"30132","S01004112",2010,NA,NA,NA,83.300003,NA,NA,NA
"30133","S01004113",2010,NA,NA,NA,66.699997,NA,NA,NA
"30134","S01004114",2010,NA,NA,NA,83.300003,NA,NA,NA
"30135","S01004115",2010,NA,NA,NA,100,NA,NA,NA
"30136","S01004116",2010,NA,NA,NA,100,NA,NA,NA
"30137","S01004117",2010,NA,NA,NA,87.5,NA,NA,NA
"30138","S01004118",2010,NA,NA,NA,100,NA,NA,NA
"30139","S01004119",2010,NA,NA,NA,100,NA,NA,NA
"30140","S01004120",2010,NA,NA,NA,100,NA,NA,NA
"30141","S01004121",2010,NA,NA,NA,100,NA,NA,NA
"30142","S01004122",2010,NA,NA,NA,77.800003,NA,NA,NA
"30143","S01004123",2010,NA,NA,NA,80,NA,NA,NA
"30144","S01004124",2010,NA,NA,NA,100,NA,NA,NA
"30145","S01004125",2010,NA,NA,NA,100,NA,NA,NA
"30146","S01004126",2010,NA,NA,NA,66.699997,NA,NA,NA
"30147","S01004127",2010,NA,NA,NA,100,NA,NA,NA
"30148","S01004128",2010,NA,NA,NA,100,NA,NA,NA
"30149","S01004129",2010,NA,NA,NA,72.699997,NA,NA,NA
"30150","S01004130",2010,NA,NA,NA,100,NA,NA,NA
"30151","S01004131",2010,NA,NA,NA,60,NA,NA,NA
"30152","S01004132",2010,NA,NA,NA,80,NA,NA,NA
"30153","S01004133",2010,NA,NA,NA,71.400002,NA,NA,NA
"30154","S01004134",2010,NA,NA,NA,100,NA,NA,NA
"30155","S01004135",2010,NA,NA,NA,100,NA,NA,NA
"30156","S01004136",2010,NA,NA,NA,100,NA,NA,NA
"30157","S01004137",2010,NA,NA,NA,100,NA,NA,NA
"30158","S01004138",2010,NA,NA,NA,100,NA,NA,NA
"30159","S01004139",2010,NA,NA,NA,100,NA,NA,NA
"30160","S01004140",2010,NA,NA,NA,75,NA,NA,NA
"30161","S01004141",2010,NA,NA,NA,100,NA,NA,NA
"30162","S01004142",2010,NA,NA,NA,91.699997,NA,NA,NA
"30163","S01004143",2010,NA,NA,NA,81.800003,NA,NA,NA
"30164","S01004144",2010,NA,NA,NA,60,NA,NA,NA
"30165","S01004145",2010,NA,NA,NA,100,NA,NA,NA
"30166","S01004146",2010,NA,NA,NA,75,NA,NA,NA
"30167","S01004147",2010,NA,NA,NA,100,NA,NA,NA
"30168","S01004148",2010,NA,NA,NA,88.900002,NA,NA,NA
"30169","S01004149",2010,NA,NA,NA,75,NA,NA,NA
"30170","S01004150",2010,NA,NA,NA,100,NA,NA,NA
"30171","S01004151",2010,NA,NA,NA,75,NA,NA,NA
"30172","S01004152",2010,NA,NA,NA,60,NA,NA,NA
"30173","S01004153",2010,NA,NA,NA,85.699997,NA,NA,NA
"30174","S01004154",2010,NA,NA,NA,100,NA,NA,NA
"30175","S01004155",2010,NA,NA,NA,66.699997,NA,NA,NA
"30176","S01004156",2010,NA,NA,NA,93.300003,NA,NA,NA
"30177","S01004157",2010,NA,NA,NA,100,NA,NA,NA
"30178","S01004158",2010,NA,NA,NA,100,NA,NA,NA
"30179","S01004159",2010,NA,NA,NA,77.800003,NA,NA,NA
"30180","S01004160",2010,NA,NA,NA,85.699997,NA,NA,NA
"30181","S01004161",2010,NA,NA,NA,100,NA,NA,NA
"30182","S01004162",2010,NA,NA,NA,100,NA,NA,NA
"30183","S01004163",2010,NA,NA,NA,57.099998,NA,NA,NA
"30184","S01004164",2010,NA,NA,NA,92.300003,NA,NA,NA
"30185","S01004165",2010,NA,NA,NA,87.5,NA,NA,NA
"30186","S01004166",2010,NA,NA,NA,83.300003,NA,NA,NA
"30187","S01004167",2010,NA,NA,NA,100,NA,NA,NA
"30188","S01004168",2010,NA,NA,NA,60,NA,NA,NA
"30189","S01004169",2010,NA,NA,NA,50,NA,NA,NA
"30190","S01004170",2010,NA,NA,NA,50,NA,NA,NA
"30191","S01004171",2010,NA,NA,NA,50,NA,NA,NA
"30192","S01004172",2010,NA,NA,NA,90,NA,NA,NA
"30193","S01004173",2010,NA,NA,NA,60,NA,NA,NA
"30194","S01004174",2010,NA,NA,NA,90.900002,NA,NA,NA
"30195","S01004175",2010,NA,NA,NA,85.699997,NA,NA,NA
"30196","S01004176",2010,NA,NA,NA,100,NA,NA,NA
"30197","S01004177",2010,NA,NA,NA,75,NA,NA,NA
"30198","S01004178",2010,NA,NA,NA,62.5,NA,NA,NA
"30199","S01004179",2010,NA,NA,NA,83.300003,NA,NA,NA
"30200","S01004180",2010,NA,NA,NA,92.900002,NA,NA,NA
"30201","S01004181",2010,NA,NA,NA,80,NA,NA,NA
"30202","S01004182",2010,NA,NA,NA,75,NA,NA,NA
"30203","S01004183",2010,NA,NA,NA,95.5,NA,NA,NA
"30204","S01004184",2010,NA,NA,NA,93.300003,NA,NA,NA
"30205","S01004185",2010,NA,NA,NA,100,NA,NA,NA
"30206","S01004186",2010,NA,NA,NA,100,NA,NA,NA
"30207","S01004187",2010,NA,NA,NA,61.5,NA,NA,NA
"30208","S01004188",2010,NA,NA,NA,50,NA,NA,NA
"30209","S01004189",2010,NA,NA,NA,91.699997,NA,NA,NA
"30210","S01004190",2010,NA,NA,NA,90,NA,NA,NA
"30211","S01004191",2010,NA,NA,NA,70,NA,NA,NA
"30212","S01004192",2010,NA,NA,NA,80,NA,NA,NA
"30213","S01004193",2010,NA,NA,NA,87.5,NA,NA,NA
"30214","S01004194",2010,NA,NA,NA,100,NA,NA,NA
"30215","S01004195",2010,NA,NA,NA,50,NA,NA,NA
"30216","S01004196",2010,NA,NA,NA,70,NA,NA,NA
"30217","S01004197",2010,NA,NA,NA,83.300003,NA,NA,NA
"30218","S01004198",2010,NA,NA,NA,100,NA,NA,NA
"30219","S01004199",2010,NA,NA,NA,66.699997,NA,NA,NA
"30220","S01004200",2010,NA,NA,NA,80,NA,NA,NA
"30221","S01004201",2010,NA,NA,NA,100,NA,NA,NA
"30222","S01004202",2010,NA,NA,NA,100,NA,NA,NA
"30223","S01004203",2010,NA,NA,NA,83.300003,NA,NA,NA
"30224","S01004204",2010,NA,NA,NA,100,NA,NA,NA
"30225","S01004205",2010,NA,NA,NA,71.400002,NA,NA,NA
"30226","S01004206",2010,NA,NA,NA,100,NA,NA,NA
"30227","S01004207",2010,NA,NA,NA,60,NA,NA,NA
"30228","S01004208",2010,NA,NA,NA,88.900002,NA,NA,NA
"30229","S01004209",2010,NA,NA,NA,100,NA,NA,NA
"30230","S01004210",2010,NA,NA,NA,80,NA,NA,NA
"30231","S01004211",2010,NA,NA,NA,100,NA,NA,NA
"30232","S01004212",2010,NA,NA,NA,85.699997,NA,NA,NA
"30233","S01004213",2010,NA,NA,NA,80,NA,NA,NA
"30234","S01004214",2010,NA,NA,NA,100,NA,NA,NA
"30235","S01004215",2010,NA,NA,NA,100,NA,NA,NA
"30236","S01004216",2010,NA,NA,NA,88.900002,NA,NA,NA
"30237","S01004217",2010,NA,NA,NA,100,NA,NA,NA
"30238","S01004218",2010,NA,NA,NA,81.800003,NA,NA,NA
"30239","S01004219",2010,NA,NA,NA,37.5,NA,NA,NA
"30240","S01004220",2010,NA,NA,NA,100,NA,NA,NA
"30241","S01004221",2010,NA,NA,NA,77.800003,NA,NA,NA
"30242","S01004222",2010,NA,NA,NA,100,NA,NA,NA
"30243","S01004223",2010,NA,NA,NA,73.300003,NA,NA,NA
"30244","S01004224",2010,NA,NA,NA,92.300003,NA,NA,NA
"30245","S01004225",2010,NA,NA,NA,75,NA,NA,NA
"30246","S01004226",2010,NA,NA,NA,83.300003,NA,NA,NA
"30247","S01004227",2010,NA,NA,NA,60,NA,NA,NA
"30248","S01004228",2010,NA,NA,NA,100,NA,NA,NA
"30249","S01004229",2010,NA,NA,NA,85.699997,NA,NA,NA
"30250","S01004230",2010,NA,NA,NA,100,NA,NA,NA
"30251","S01004231",2010,NA,NA,NA,75,NA,NA,NA
"30252","S01004232",2010,NA,NA,NA,83.300003,NA,NA,NA
"30253","S01004233",2010,NA,NA,NA,100,NA,NA,NA
"30254","S01004234",2010,NA,NA,NA,80,NA,NA,NA
"30255","S01004235",2010,NA,NA,NA,85.699997,NA,NA,NA
"30256","S01004236",2010,NA,NA,NA,92.900002,NA,NA,NA
"30257","S01004237",2010,NA,NA,NA,100,NA,NA,NA
"30258","S01004238",2010,NA,NA,NA,70,NA,NA,NA
"30259","S01004239",2010,NA,NA,NA,100,NA,NA,NA
"30260","S01004240",2010,NA,NA,NA,77.800003,NA,NA,NA
"30261","S01004241",2010,NA,NA,NA,100,NA,NA,NA
"30262","S01004242",2010,NA,NA,NA,66.699997,NA,NA,NA
"30263","S01004243",2010,NA,NA,NA,91.699997,NA,NA,NA
"30264","S01004244",2010,NA,NA,NA,40,NA,NA,NA
"30265","S01004245",2010,NA,NA,NA,86.699997,NA,NA,NA
"30266","S01004246",2010,NA,NA,NA,88.900002,NA,NA,NA
"30267","S01004247",2010,NA,NA,NA,84.599998,NA,NA,NA
"30268","S01004248",2010,NA,NA,NA,100,NA,NA,NA
"30269","S01004249",2010,NA,NA,NA,90,NA,NA,NA
"30270","S01004250",2010,NA,NA,NA,100,NA,NA,NA
"30271","S01004251",2010,NA,NA,NA,100,NA,NA,NA
"30272","S01004252",2010,NA,NA,NA,100,NA,NA,NA
"30273","S01004253",2010,NA,NA,NA,100,NA,NA,NA
"30274","S01004254",2010,NA,NA,NA,80,NA,NA,NA
"30275","S01004255",2010,NA,NA,NA,100,NA,NA,NA
"30276","S01004256",2010,NA,NA,NA,95.5,NA,NA,NA
"30277","S01004257",2010,NA,NA,NA,80,NA,NA,NA
"30278","S01004258",2010,NA,NA,NA,81.800003,NA,NA,NA
"30279","S01004259",2010,NA,NA,NA,85.699997,NA,NA,NA
"30280","S01004260",2010,NA,NA,NA,100,NA,NA,NA
"30281","S01004261",2010,NA,NA,NA,62.5,NA,NA,NA
"30282","S01004262",2010,NA,NA,NA,100,NA,NA,NA
"30283","S01004263",2010,NA,NA,NA,72.699997,NA,NA,NA
"30284","S01004264",2010,NA,NA,NA,33.299999,NA,NA,NA
"30285","S01004265",2010,NA,NA,NA,87.5,NA,NA,NA
"30286","S01004266",2010,NA,NA,NA,50,NA,NA,NA
"30287","S01004267",2010,NA,NA,NA,71.400002,NA,NA,NA
"30288","S01004268",2010,NA,NA,NA,71.400002,NA,NA,NA
"30289","S01004269",2010,NA,NA,NA,83.300003,NA,NA,NA
"30290","S01004270",2010,NA,NA,NA,75,NA,NA,NA
"30291","S01004271",2010,NA,NA,NA,75,NA,NA,NA
"30292","S01004272",2010,NA,NA,NA,100,NA,NA,NA
"30293","S01004273",2010,NA,NA,NA,100,NA,NA,NA
"30294","S01004274",2010,NA,NA,NA,85.699997,NA,NA,NA
"30295","S01004275",2010,NA,NA,NA,66.699997,NA,NA,NA
"30296","S01004276",2010,NA,NA,NA,71.400002,NA,NA,NA
"30297","S01004277",2010,NA,NA,NA,95.699997,NA,NA,NA
"30298","S01004278",2010,NA,NA,NA,90.900002,NA,NA,NA
