"","datazone","year","crime_count","crime_rate","school_leaver_other_rate","school_leaver_pos_rate","simd","simd_decile","simd_quintile"
"454","S01000454",2004,13,288,NA,NA,4009,NA,NA
"455","S01000455",2004,36,411,NA,NA,3440,NA,NA
"456","S01000456",2004,18,228,NA,NA,4505,NA,NA
"457","S01000457",2004,32,385,NA,NA,5858,NA,NA
"458","S01000458",2004,5,54,NA,NA,5115,NA,NA
"459","S01000459",2004,75,748,NA,NA,4460,NA,NA
"460","S01000460",2004,26,340,NA,NA,2483,NA,NA
"461","S01000461",2004,64,762,NA,NA,2843,NA,NA
"462","S01000462",2004,23,224,NA,NA,3602,NA,NA
"463","S01000463",2004,20,300,NA,NA,4910,NA,NA
"464","S01000464",2004,7,87,NA,NA,3640,NA,NA
"465","S01000465",2004,31,485,NA,NA,4487,NA,NA
"466","S01000466",2004,NA,NA,NA,NA,4426,NA,NA
"467","S01000467",2004,30,448,NA,NA,2915,NA,NA
"468","S01000468",2004,NA,NA,NA,NA,4156,NA,NA
"469","S01000469",2004,5,78,NA,NA,4859,NA,NA
"470","S01000470",2004,39,330,NA,NA,5840,NA,NA
"471","S01000471",2004,5,74,NA,NA,4754,NA,NA
"472","S01000472",2004,46,570,NA,NA,4062,NA,NA
"473","S01000473",2004,38,529,NA,NA,3670,NA,NA
"474","S01000474",2004,NA,NA,NA,NA,3976,NA,NA
"475","S01000475",2004,31,392,NA,NA,3937,NA,NA
"476","S01000476",2004,6,100,NA,NA,3833,NA,NA
"477","S01000477",2004,26,341,NA,NA,4536,NA,NA
"478","S01000478",2004,42,507,NA,NA,3046,NA,NA
"479","S01000479",2004,60,663,NA,NA,3115,NA,NA
"480","S01000480",2004,7,92,NA,NA,5211,NA,NA
"481","S01000481",2004,34,311,NA,NA,3493,NA,NA
"482","S01000482",2004,79,961,NA,NA,1588,NA,NA
"483","S01000483",2004,49,502,NA,NA,2706,NA,NA
"484","S01000484",2004,85,1160,NA,NA,3688,NA,NA
"485","S01000485",2004,15,140,NA,NA,5992,NA,NA
"486","S01000486",2004,267,3419,NA,NA,769,NA,NA
"487","S01000487",2004,33,515,NA,NA,3724,NA,NA
"488","S01000488",2004,24,366,NA,NA,2629,NA,NA
"489","S01000489",2004,76,872,NA,NA,1083,NA,NA
"490","S01000490",2004,17,336,NA,NA,5641,NA,NA
"491","S01000491",2004,58,1041,NA,NA,1077,NA,NA
"492","S01000492",2004,49,557,NA,NA,2059,NA,NA
"493","S01000493",2004,20,310,NA,NA,4688,NA,NA
"494","S01000494",2004,26,481,NA,NA,2109,NA,NA
"495","S01000495",2004,22,236,NA,NA,5657,NA,NA
"496","S01000496",2004,8,130,NA,NA,5749,NA,NA
"497","S01000497",2004,10,164,NA,NA,4962,NA,NA
"498","S01000498",2004,0,0,NA,NA,5782,NA,NA
"499","S01000499",2004,70,876,NA,NA,5143,NA,NA
"500","S01000500",2004,31,459,NA,NA,3145,NA,NA
"501","S01000501",2004,30,476,NA,NA,4468,NA,NA
"502","S01000502",2004,32,516,NA,NA,3071,NA,NA
"503","S01000503",2004,4,73,NA,NA,3320,NA,NA
"504","S01000504",2004,51,689,NA,NA,4768,NA,NA
"505","S01000505",2004,10,127,NA,NA,4295,NA,NA
"506","S01000506",2004,NA,NA,NA,NA,4312,NA,NA
"507","S01000507",2004,26,251,NA,NA,4344,NA,NA
"508","S01000508",2004,7,77,NA,NA,3437,NA,NA
"509","S01000509",2004,7,65,NA,NA,4931,NA,NA
"510","S01000510",2004,19,322,NA,NA,4988,NA,NA
"511","S01000511",2004,5,95,NA,NA,4380,NA,NA
"512","S01000512",2004,9,96,NA,NA,5697,NA,NA
"513","S01000513",2004,24,267,NA,NA,3791,NA,NA
"514","S01000514",2004,NA,NA,NA,NA,3135,NA,NA
"515","S01000515",2004,27,459,NA,NA,4318,NA,NA
"516","S01000516",2004,11,156,NA,NA,4141,NA,NA
"517","S01000517",2004,12,172,NA,NA,3748,NA,NA
"518","S01000518",2004,24,249,NA,NA,4134,NA,NA
"519","S01000519",2004,9,176,NA,NA,3939,NA,NA
"520","S01000520",2004,13,123,NA,NA,3860,NA,NA
"521","S01000521",2004,73,767,NA,NA,2799,NA,NA
"522","S01000522",2004,12,172,NA,NA,3484,NA,NA
"523","S01000523",2004,19,239,NA,NA,2313,NA,NA
"524","S01000524",2004,12,179,NA,NA,3540,NA,NA
"525","S01000525",2004,10,97,NA,NA,3431,NA,NA
"526","S01000526",2004,13,126,NA,NA,4212,NA,NA
"527","S01000527",2004,17,266,NA,NA,4306,NA,NA
"528","S01000528",2004,17,198,NA,NA,2881,NA,NA
"529","S01000529",2004,9,117,NA,NA,3289,NA,NA
"530","S01000530",2004,NA,NA,NA,NA,3354,NA,NA
"531","S01000531",2004,5,95,NA,NA,3235,NA,NA
"532","S01000532",2004,87,1067,NA,NA,2918,NA,NA
"533","S01000533",2004,16,211,NA,NA,3161,NA,NA
"534","S01000534",2004,39,486,NA,NA,3387,NA,NA
"535","S01000535",2004,9,89,NA,NA,3422,NA,NA
"536","S01000536",2004,4,73,NA,NA,3006,NA,NA
"537","S01000537",2004,19,281,NA,NA,3029,NA,NA
"538","S01000538",2004,11,146,NA,NA,2950,NA,NA
"539","S01000539",2004,91,953,NA,NA,3742,NA,NA
"540","S01000540",2004,22,278,NA,NA,4298,NA,NA
"541","S01000541",2004,29,511,NA,NA,3424,NA,NA
"542","S01000542",2004,30,434,NA,NA,3036,NA,NA
"543","S01000543",2004,24,294,NA,NA,4599,NA,NA
"544","S01000544",2004,12,166,NA,NA,3408,NA,NA
"545","S01000545",2004,51,710,NA,NA,2973,NA,NA
"546","S01000546",2004,29,415,NA,NA,2820,NA,NA
"547","S01000547",2004,NA,NA,NA,NA,4029,NA,NA
"548","S01000548",2004,27,260,NA,NA,3582,NA,NA
"549","S01000549",2004,41,329,NA,NA,5147,NA,NA
"550","S01000550",2004,NA,NA,NA,NA,6147,NA,NA
"551","S01000551",2004,54,667,NA,NA,4385,NA,NA
"552","S01000552",2004,NA,NA,NA,NA,5785,NA,NA
"553","S01000553",2004,15,163,NA,NA,5630,NA,NA
"554","S01000554",2004,20,270,NA,NA,2643,NA,NA
"555","S01000555",2004,28,306,NA,NA,3801,NA,NA
"556","S01000556",2004,47,574,NA,NA,3013,NA,NA
"557","S01000557",2004,15,179,NA,NA,3754,NA,NA
"558","S01000558",2004,13,233,NA,NA,5531,NA,NA
"559","S01000559",2004,49,728,NA,NA,3147,NA,NA
"560","S01000560",2004,68,654,NA,NA,2289,NA,NA
"561","S01000561",2004,81,777,NA,NA,3934,NA,NA
"562","S01000562",2004,73,787,NA,NA,2132,NA,NA
"563","S01000563",2004,221,3791,NA,NA,1473,NA,NA
"564","S01000564",2004,198,2335,NA,NA,642,NA,NA
"565","S01000565",2004,31,443,NA,NA,3111,NA,NA
"566","S01000566",2004,49,688,NA,NA,1729,NA,NA
"567","S01000567",2004,48,623,NA,NA,1800,NA,NA
"568","S01000568",2004,23,425,NA,NA,3802,NA,NA
"569","S01000569",2004,5,69,NA,NA,5549,NA,NA
"570","S01000570",2004,26,290,NA,NA,5378,NA,NA
"571","S01000571",2004,34,452,NA,NA,4438,NA,NA
"572","S01000572",2004,9,114,NA,NA,6022,NA,NA
"573","S01000573",2004,7,125,NA,NA,6209,NA,NA
"574","S01000574",2004,13,166,NA,NA,6417,NA,NA
"575","S01000575",2004,NA,NA,NA,NA,5005,NA,NA
"576","S01000576",2004,NA,NA,NA,NA,5451,NA,NA
"577","S01000577",2004,6,102,NA,NA,5604,NA,NA
"578","S01000578",2004,4,60,NA,NA,5636,NA,NA
"579","S01000579",2004,8,93,NA,NA,5794,NA,NA
"580","S01000580",2004,0,0,NA,NA,4469,NA,NA
"581","S01000581",2004,8,110,NA,NA,6014,NA,NA
"582","S01000582",2004,14,201,NA,NA,4163,NA,NA
"583","S01000583",2004,NA,NA,NA,NA,5043,NA,NA
"584","S01000584",2004,31,416,NA,NA,2540,NA,NA
"585","S01000585",2004,28,317,NA,NA,4159,NA,NA
"586","S01000586",2004,NA,NA,NA,NA,5198,NA,NA
"587","S01000587",2004,34,461,NA,NA,3546,NA,NA
"588","S01000588",2004,21,336,NA,NA,6012,NA,NA
"589","S01000589",2004,12,186,NA,NA,4925,NA,NA
"590","S01000590",2004,52,662,NA,NA,5821,NA,NA
"591","S01000591",2004,14,215,NA,NA,4721,NA,NA
"592","S01000592",2004,38,429,NA,NA,5461,NA,NA
"593","S01000593",2004,51,811,NA,NA,4222,NA,NA
"594","S01000594",2004,37,373,NA,NA,3611,NA,NA
"595","S01000595",2004,NA,NA,NA,NA,5593,NA,NA
"596","S01000596",2004,7,79,NA,NA,6097,NA,NA
"597","S01000597",2004,NA,NA,NA,NA,5866,NA,NA
"598","S01000598",2004,11,170,NA,NA,4272,NA,NA
"599","S01000599",2004,15,146,NA,NA,4793,NA,NA
"600","S01000600",2004,6,78,NA,NA,4787,NA,NA
"601","S01000601",2004,29,252,NA,NA,3898,NA,NA
"602","S01000602",2004,17,230,NA,NA,3465,NA,NA
"603","S01000603",2004,11,124,NA,NA,4691,NA,NA
"604","S01000604",2004,NA,NA,NA,NA,5516,NA,NA
"605","S01000605",2004,31,351,NA,NA,4476,NA,NA
"606","S01000606",2004,83,1075,NA,NA,1354,NA,NA
"607","S01000607",2004,6,80,NA,NA,5333,NA,NA
"608","S01000608",2004,73,733,NA,NA,1280,NA,NA
"609","S01000609",2004,71,730,NA,NA,1314,NA,NA
"610","S01000610",2004,126,1682,NA,NA,1056,NA,NA
"611","S01000611",2004,26,436,NA,NA,2015,NA,NA
"612","S01000612",2004,96,1007,NA,NA,2647,NA,NA
"613","S01000613",2004,44,436,NA,NA,4973,NA,NA
"614","S01000614",2004,16,214,NA,NA,4678,NA,NA
"615","S01000615",2004,32,435,NA,NA,1329,NA,NA
"616","S01000616",2004,13,104,NA,NA,3826,NA,NA
"617","S01000617",2004,0,0,NA,NA,4985,NA,NA
"618","S01000618",2004,NA,NA,NA,NA,3938,NA,NA
"619","S01000619",2004,11,175,NA,NA,4451,NA,NA
"620","S01000620",2004,97,975,NA,NA,750,NA,NA
"621","S01000621",2004,37,381,NA,NA,4117,NA,NA
"622","S01000622",2004,39,730,NA,NA,1636,NA,NA
"623","S01000623",2004,26,336,NA,NA,2148,NA,NA
"624","S01000624",2004,20,340,NA,NA,3131,NA,NA
"625","S01000625",2004,69,1239,NA,NA,872,NA,NA
"626","S01000626",2004,50,675,NA,NA,717,NA,NA
"627","S01000627",2004,17,190,NA,NA,3520,NA,NA
"628","S01000628",2004,30,624,NA,NA,1365,NA,NA
"629","S01000629",2004,35,390,NA,NA,4210,NA,NA
"630","S01000630",2004,29,388,NA,NA,2775,NA,NA
"631","S01000631",2004,NA,NA,NA,NA,2306,NA,NA
"632","S01000632",2004,7,120,NA,NA,3146,NA,NA
"633","S01000633",2004,NA,NA,NA,NA,5092,NA,NA
"634","S01000634",2004,24,308,NA,NA,2446,NA,NA
"635","S01000635",2004,9,135,NA,NA,3244,NA,NA
"636","S01000636",2004,12,246,NA,NA,3360,NA,NA
"637","S01000637",2004,NA,NA,NA,NA,3441,NA,NA
"638","S01000638",2004,26,512,NA,NA,4287,NA,NA
"639","S01000639",2004,NA,NA,NA,NA,4139,NA,NA
"640","S01000640",2004,24,364,NA,NA,4053,NA,NA
"641","S01000641",2004,NA,NA,NA,NA,4206,NA,NA
"642","S01000642",2004,9,103,NA,NA,3743,NA,NA
"643","S01000643",2004,17,274,NA,NA,3955,NA,NA
"644","S01000644",2004,NA,NA,NA,NA,4741,NA,NA
"645","S01000645",2004,9,100,NA,NA,3015,NA,NA
"646","S01000646",2004,5,60,NA,NA,6110,NA,NA
"647","S01000647",2004,8,98,NA,NA,4219,NA,NA
"648","S01000648",2004,77,859,NA,NA,2037,NA,NA
"649","S01000649",2004,5,88,NA,NA,3366,NA,NA
"650","S01000650",2004,21,297,NA,NA,3871,NA,NA
"651","S01000651",2004,47,626,NA,NA,4193,NA,NA
"652","S01000652",2004,14,171,NA,NA,4734,NA,NA
"653","S01000653",2004,71,788,NA,NA,3390,NA,NA
"654","S01000654",2004,83,933,NA,NA,3237,NA,NA
"655","S01000655",2004,30,402,NA,NA,2382,NA,NA
"656","S01000656",2004,109,1408,NA,NA,2854,NA,NA
"657","S01000657",2004,23,330,NA,NA,2798,NA,NA
"658","S01000658",2004,104,1966,NA,NA,2740,NA,NA
"659","S01000659",2004,30,242,NA,NA,5206,NA,NA
"660","S01000660",2004,35,328,NA,NA,5698,NA,NA
"661","S01000661",2004,32,430,NA,NA,4824,NA,NA
"662","S01000662",2004,21,338,NA,NA,4261,NA,NA
"663","S01000663",2004,9,126,NA,NA,4581,NA,NA
"664","S01000664",2004,12,140,NA,NA,3514,NA,NA
"665","S01000665",2004,NA,NA,NA,NA,4245,NA,NA
"666","S01000666",2004,NA,NA,NA,NA,5271,NA,NA
"667","S01000667",2004,36,359,NA,NA,4888,NA,NA
"668","S01000668",2004,48,525,NA,NA,2501,NA,NA
"669","S01000669",2004,124,1673,NA,NA,3646,NA,NA
"670","S01000670",2004,24,390,NA,NA,4014,NA,NA
"671","S01000671",2004,20,338,NA,NA,3686,NA,NA
"672","S01000672",2004,16,245,NA,NA,4232,NA,NA
"673","S01000673",2004,NA,NA,NA,NA,5583,NA,NA
"674","S01000674",2004,52,533,NA,NA,3575,NA,NA
"675","S01000675",2004,NA,NA,NA,NA,5610,NA,NA
"676","S01000676",2004,NA,NA,NA,NA,2641,NA,NA
"677","S01000677",2004,18,211,NA,NA,2341,NA,NA
"678","S01000678",2004,7,74,NA,NA,4274,NA,NA
"679","S01000679",2004,46,641,NA,NA,2335,NA,NA
"680","S01000680",2004,65,716,NA,NA,2235,NA,NA
"681","S01000681",2004,52,705,NA,NA,2476,NA,NA
"682","S01000682",2004,123,1872,NA,NA,2841,NA,NA
"683","S01000683",2004,18,351,NA,NA,4429,NA,NA
"684","S01000684",2004,25,371,NA,NA,2479,NA,NA
"685","S01000685",2004,14,167,NA,NA,4040,NA,NA
"686","S01000686",2004,29,414,NA,NA,3854,NA,NA
"687","S01000687",2004,17,198,NA,NA,3251,NA,NA
"688","S01000688",2004,25,331,NA,NA,4401,NA,NA
"689","S01000689",2004,NA,NA,NA,NA,2505,NA,NA
"690","S01000690",2004,10,118,NA,NA,5898,NA,NA
"691","S01000691",2004,20,267,NA,NA,3068,NA,NA
"692","S01000692",2004,63,1024,NA,NA,1075,NA,NA
"693","S01000693",2004,67,723,NA,NA,1730,NA,NA
"694","S01000694",2004,27,379,NA,NA,2381,NA,NA
"695","S01000695",2004,27,387,NA,NA,3943,NA,NA
"696","S01000696",2004,51,735,NA,NA,3435,NA,NA
"697","S01000697",2004,5,100,NA,NA,3037,NA,NA
"698","S01000698",2004,47,709,NA,NA,4246,NA,NA
"699","S01000699",2004,22,378,NA,NA,3436,NA,NA
"700","S01000700",2004,37,440,NA,NA,3521,NA,NA
"701","S01000701",2004,29,313,NA,NA,5113,NA,NA
"702","S01000702",2004,13,247,NA,NA,5843,NA,NA
"703","S01000703",2004,12,164,NA,NA,4119,NA,NA
"704","S01000704",2004,16,188,NA,NA,3843,NA,NA
"705","S01000705",2004,14,121,NA,NA,5694,NA,NA
"706","S01000706",2004,14,173,NA,NA,4864,NA,NA
"707","S01000707",2004,5,89,NA,NA,3451,NA,NA
"708","S01000708",2004,NA,NA,NA,NA,3759,NA,NA
"709","S01000709",2004,10,113,NA,NA,4702,NA,NA
"710","S01000710",2004,NA,NA,NA,NA,3189,NA,NA
"711","S01000711",2004,8,123,NA,NA,3281,NA,NA
"712","S01000712",2004,33,551,NA,NA,4035,NA,NA
"713","S01000713",2004,14,170,NA,NA,2271,NA,NA
"714","S01000714",2004,19,201,NA,NA,2680,NA,NA
"715","S01000715",2004,34,511,NA,NA,1850,NA,NA
"716","S01000716",2004,227,3541,NA,NA,644,NA,NA
"717","S01000717",2004,123,1388,NA,NA,596,NA,NA
"718","S01000718",2004,35,369,NA,NA,1774,NA,NA
"719","S01000719",2004,12,179,NA,NA,3930,NA,NA
"720","S01000720",2004,11,130,NA,NA,2624,NA,NA
"721","S01000721",2004,17,233,NA,NA,2363,NA,NA
"722","S01000722",2004,9,109,NA,NA,1904,NA,NA
"723","S01000723",2004,NA,NA,NA,NA,3276,NA,NA
"724","S01000724",2004,17,198,NA,NA,2471,NA,NA
"725","S01000725",2004,14,194,NA,NA,2465,NA,NA
"726","S01000726",2004,13,166,NA,NA,2614,NA,NA
"727","S01000727",2004,25,368,NA,NA,2214,NA,NA
"728","S01000728",2004,8,99,NA,NA,3620,NA,NA
"729","S01000729",2004,17,320,NA,NA,2551,NA,NA
"730","S01000730",2004,27,607,NA,NA,2594,NA,NA
"731","S01000731",2004,38,754,NA,NA,611,NA,NA
"732","S01000732",2004,94,1649,NA,NA,911,NA,NA
"733","S01000733",2004,108,1290,NA,NA,1476,NA,NA
"734","S01000734",2004,7,70,NA,NA,4776,NA,NA
"735","S01000735",2004,34,690,NA,NA,3809,NA,NA
"736","S01000736",2004,16,206,NA,NA,3009,NA,NA
"737","S01000737",2004,19,313,NA,NA,1847,NA,NA
"738","S01000738",2004,45,772,NA,NA,3907,NA,NA
"739","S01000739",2004,34,436,NA,NA,3932,NA,NA
"740","S01000740",2004,14,167,NA,NA,3873,NA,NA
"741","S01000741",2004,16,161,NA,NA,3123,NA,NA
"742","S01000742",2004,NA,NA,NA,NA,2209,NA,NA
"743","S01000743",2004,28,368,NA,NA,2924,NA,NA
"744","S01000744",2004,146,1965,NA,NA,1833,NA,NA
"745","S01000745",2004,33,419,NA,NA,3089,NA,NA
"746","S01000746",2004,25,346,NA,NA,1855,NA,NA
"747","S01000747",2004,55,987,NA,NA,1590,NA,NA
"748","S01000748",2004,49,921,NA,NA,527,NA,NA
"749","S01000749",2004,41,813,NA,NA,438,NA,NA
"750","S01000750",2004,30,399,NA,NA,2941,NA,NA
"751","S01000751",2004,6,83,NA,NA,5293,NA,NA
"752","S01000752",2004,55,553,NA,NA,901,NA,NA
"753","S01000753",2004,25,389,NA,NA,2995,NA,NA
"754","S01000754",2004,16,256,NA,NA,3654,NA,NA
"755","S01000755",2004,9,115,NA,NA,2880,NA,NA
"756","S01000756",2004,43,405,NA,NA,2894,NA,NA
"757","S01000757",2004,70,921,NA,NA,2987,NA,NA
"758","S01000758",2004,40,367,NA,NA,4940,NA,NA
"759","S01000759",2004,73,738,NA,NA,1810,NA,NA
"760","S01000760",2004,16,286,NA,NA,3817,NA,NA
"761","S01000761",2004,15,244,NA,NA,3992,NA,NA
"762","S01000762",2004,7,107,NA,NA,5410,NA,NA
"763","S01000763",2004,8,104,NA,NA,4155,NA,NA
"764","S01000764",2004,31,443,NA,NA,5679,NA,NA
"765","S01000765",2004,24,353,NA,NA,6113,NA,NA
"766","S01000766",2004,19,274,NA,NA,4839,NA,NA
"767","S01000767",2004,94,1567,NA,NA,436,NA,NA
"768","S01000768",2004,106,1247,NA,NA,3072,NA,NA
"769","S01000769",2004,173,2016,NA,NA,2713,NA,NA
"770","S01000770",2004,45,765,NA,NA,731,NA,NA
"771","S01000771",2004,76,800,NA,NA,5136,NA,NA
"772","S01000772",2004,48,723,NA,NA,5666,NA,NA
"773","S01000773",2004,17,180,NA,NA,4140,NA,NA
"774","S01000774",2004,41,525,NA,NA,3876,NA,NA
"775","S01000775",2004,36,471,NA,NA,5274,NA,NA
"776","S01000776",2004,16,277,NA,NA,6396,NA,NA
"777","S01000777",2004,31,654,NA,NA,5483,NA,NA
"778","S01000778",2004,20,415,NA,NA,5867,NA,NA
"779","S01000779",2004,36,468,NA,NA,4353,NA,NA
"780","S01000780",2004,61,700,NA,NA,2191,NA,NA
"781","S01000781",2004,17,211,NA,NA,6120,NA,NA
"782","S01000782",2004,NA,NA,NA,NA,6249,NA,NA
"783","S01000783",2004,15,325,NA,NA,3176,NA,NA
"784","S01000784",2004,NA,NA,NA,NA,5731,NA,NA
"785","S01000785",2004,12,153,NA,NA,1913,NA,NA
"786","S01000786",2004,4,53,NA,NA,4478,NA,NA
"787","S01000787",2004,NA,NA,NA,NA,3114,NA,NA
"788","S01000788",2004,13,183,NA,NA,4396,NA,NA
"789","S01000789",2004,27,444,NA,NA,3558,NA,NA
"790","S01000790",2004,12,203,NA,NA,5701,NA,NA
"791","S01000791",2004,12,198,NA,NA,3523,NA,NA
"792","S01000792",2004,NA,NA,NA,NA,4285,NA,NA
"793","S01000793",2004,23,330,NA,NA,3648,NA,NA
"794","S01000794",2004,79,855,NA,NA,3384,NA,NA
"795","S01000795",2004,41,505,NA,NA,4077,NA,NA
"796","S01000796",2004,18,308,NA,NA,3897,NA,NA
"797","S01000797",2004,26,466,NA,NA,2733,NA,NA
"798","S01000798",2004,NA,NA,NA,NA,2122,NA,NA
"799","S01000799",2004,22,98,NA,NA,5735,NA,NA
"800","S01000800",2004,23,222,NA,NA,2137,NA,NA
"801","S01000801",2004,7,103,NA,NA,4048,NA,NA
"802","S01000802",2004,13,174,NA,NA,3060,NA,NA
"803","S01000803",2004,7,63,NA,NA,3778,NA,NA
"804","S01000804",2004,17,183,NA,NA,3396,NA,NA
"805","S01000805",2004,21,250,NA,NA,3311,NA,NA
"806","S01000806",2004,NA,NA,NA,NA,3669,NA,NA
"807","S01000807",2004,29,364,NA,NA,4348,NA,NA
"808","S01000808",2004,NA,NA,NA,NA,3641,NA,NA
"809","S01000809",2004,NA,NA,NA,NA,3178,NA,NA
"810","S01000810",2004,NA,NA,NA,NA,4234,NA,NA
"811","S01000811",2004,5,62,NA,NA,5688,NA,NA
"812","S01000812",2004,48,617,NA,NA,2201,NA,NA
"813","S01000813",2004,14,185,NA,NA,4862,NA,NA
"814","S01000814",2004,61,716,NA,NA,1738,NA,NA
"815","S01000815",2004,49,813,NA,NA,1160,NA,NA
"816","S01000816",2004,87,1431,NA,NA,2154,NA,NA
"817","S01000817",2004,32,331,NA,NA,3485,NA,NA
"818","S01000818",2004,94,1185,NA,NA,5106,NA,NA
"819","S01000819",2004,10,121,NA,NA,3062,NA,NA
"820","S01000820",2004,NA,NA,NA,NA,2834,NA,NA
"821","S01000821",2004,31,358,NA,NA,3906,NA,NA
"822","S01000822",2004,16,274,NA,NA,3386,NA,NA
"823","S01000823",2004,7,130,NA,NA,2769,NA,NA
"824","S01000824",2004,NA,NA,NA,NA,3849,NA,NA
"825","S01000825",2004,32,429,NA,NA,4860,NA,NA
"826","S01000826",2004,9,126,NA,NA,1613,NA,NA
"827","S01000827",2004,9,120,NA,NA,3885,NA,NA
"828","S01000828",2004,9,101,NA,NA,3570,NA,NA
"829","S01000829",2004,NA,NA,NA,NA,2985,NA,NA
"830","S01000830",2004,6,82,NA,NA,2774,NA,NA
"831","S01000831",2004,7,75,NA,NA,2568,NA,NA
"832","S01000832",2004,20,203,NA,NA,4531,NA,NA
"833","S01000833",2004,41,713,NA,NA,1510,NA,NA
"834","S01000834",2004,64,703,NA,NA,1463,NA,NA
"835","S01000835",2004,88,1257,NA,NA,1544,NA,NA
"836","S01000836",2004,101,1258,NA,NA,275,NA,NA
"837","S01000837",2004,168,1877,NA,NA,785,NA,NA
"838","S01000838",2004,13,188,NA,NA,3355,NA,NA
"839","S01000839",2004,29,268,NA,NA,3359,NA,NA
"840","S01000840",2004,63,874,NA,NA,661,NA,NA
"841","S01000841",2004,79,912,NA,NA,237,NA,NA
"842","S01000842",2004,8,94,NA,NA,3840,NA,NA
"843","S01000843",2004,30,359,NA,NA,4853,NA,NA
"844","S01000844",2004,35,549,NA,NA,1961,NA,NA
"845","S01000845",2004,17,308,NA,NA,3948,NA,NA
"846","S01000846",2004,64,899,NA,NA,443,NA,NA
"847","S01000847",2004,55,564,NA,NA,2143,NA,NA
"848","S01000848",2004,14,197,NA,NA,4171,NA,NA
"849","S01000849",2004,15,286,NA,NA,2803,NA,NA
"850","S01000850",2004,34,503,NA,NA,1085,NA,NA
"851","S01000851",2004,11,158,NA,NA,4981,NA,NA
"852","S01000852",2004,55,787,NA,NA,1699,NA,NA
"853","S01000853",2004,16,285,NA,NA,1506,NA,NA
"854","S01000854",2004,68,752,NA,NA,1169,NA,NA
"855","S01000855",2004,21,273,NA,NA,3325,NA,NA
"856","S01000856",2004,17,288,NA,NA,1175,NA,NA
"857","S01000857",2004,8,131,NA,NA,2530,NA,NA
"858","S01000858",2004,9,122,NA,NA,4586,NA,NA
"859","S01000859",2004,28,296,NA,NA,3346,NA,NA
"860","S01000860",2004,55,667,NA,NA,1109,NA,NA
"861","S01000861",2004,NA,NA,NA,NA,3536,NA,NA
"862","S01000862",2004,NA,NA,NA,NA,4674,NA,NA
"863","S01000863",2004,9,149,NA,NA,1612,NA,NA
"864","S01000864",2004,25,268,NA,NA,3362,NA,NA
"865","S01000865",2004,71,961,NA,NA,658,NA,NA
"866","S01000866",2004,61,706,NA,NA,1033,NA,NA
"867","S01000867",2004,93,1214,NA,NA,931,NA,NA
"868","S01000868",2004,36,514,NA,NA,674,NA,NA
"869","S01000869",2004,35,628,NA,NA,554,NA,NA
"870","S01000870",2004,89,1112,NA,NA,1013,NA,NA
"871","S01000871",2004,13,156,NA,NA,2721,NA,NA
"872","S01000872",2004,28,428,NA,NA,3008,NA,NA
"873","S01000873",2004,84,419,NA,NA,3014,NA,NA
"874","S01000874",2004,37,699,NA,NA,832,NA,NA
"875","S01000875",2004,58,767,NA,NA,2213,NA,NA
"876","S01000876",2004,41,614,NA,NA,3106,NA,NA
"877","S01000877",2004,59,843,NA,NA,1677,NA,NA
"878","S01000878",2004,NA,NA,NA,NA,5303,NA,NA
"879","S01000879",2004,16,190,NA,NA,5970,NA,NA
"880","S01000880",2004,NA,NA,NA,NA,5259,NA,NA
"881","S01000881",2004,21,309,NA,NA,2018,NA,NA
"882","S01000882",2004,39,420,NA,NA,3377,NA,NA
"883","S01000883",2004,47,518,NA,NA,3057,NA,NA
"884","S01000884",2004,NA,NA,NA,NA,3841,NA,NA
"885","S01000885",2004,NA,NA,NA,NA,6264,NA,NA
"886","S01000886",2004,30,432,NA,NA,3291,NA,NA
"887","S01000887",2004,29,402,NA,NA,3815,NA,NA
"888","S01000888",2004,58,827,NA,NA,2817,NA,NA
"889","S01000889",2004,49,645,NA,NA,3084,NA,NA
"890","S01000890",2004,43,570,NA,NA,2337,NA,NA
"891","S01000891",2004,7,74,NA,NA,5614,NA,NA
"892","S01000892",2004,NA,NA,NA,NA,5829,NA,NA
"893","S01000893",2004,NA,NA,NA,NA,5839,NA,NA
"894","S01000894",2004,NA,NA,NA,NA,4907,NA,NA
"895","S01000895",2004,NA,NA,NA,NA,4280,NA,NA
"896","S01000896",2004,NA,NA,NA,NA,5250,NA,NA
"897","S01000897",2004,6,89,NA,NA,2052,NA,NA
"898","S01000898",2004,11,185,NA,NA,2351,NA,NA
"899","S01000899",2004,58,692,NA,NA,1002,NA,NA
"900","S01000900",2004,5,72,NA,NA,3166,NA,NA
"901","S01000901",2004,8,120,NA,NA,2317,NA,NA
"902","S01000902",2004,7,76,NA,NA,4395,NA,NA
"903","S01000903",2004,10,100,NA,NA,2645,NA,NA
"904","S01000904",2004,15,211,NA,NA,2463,NA,NA
"905","S01000905",2004,17,254,NA,NA,3240,NA,NA
"906","S01000906",2004,NA,NA,NA,NA,3498,NA,NA
"907","S01000907",2004,118,1517,NA,NA,3053,NA,NA
"908","S01000908",2004,52,699,NA,NA,3389,NA,NA
"909","S01000909",2004,13,130,NA,NA,3816,NA,NA
"910","S01000910",2004,20,247,NA,NA,2672,NA,NA
"911","S01000911",2004,21,219,NA,NA,4700,NA,NA
"912","S01000912",2004,14,185,NA,NA,3532,NA,NA
"913","S01000913",2004,5,70,NA,NA,4197,NA,NA
